Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
SWE,2017-10-01,2017-10-31,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2017,2017,7010,October,LCU,8972.000000,A
SWE,2017-11-01,2017-11-30,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2017,2017,7011,November,LCU,8721.000000,A
SWE,2017-12-01,2017-12-31,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2017,2017,7012,December,LCU,12172.000000,A
SWE,2018-01-01,2018-12-31,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2018,2018,7021,Annual value,LCU,8777.000000,A
SWE,2018-01-01,2018-01-31,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2018,2018,7001,January,LCU,10746.000000,A
SWE,2018-02-01,2018-02-28,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2018,2018,7002,February,LCU,7021.000000,A
SWE,2018-03-01,2018-03-31,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2018,2018,7003,March,LCU,11350.000000,A
SWE,2018-04-01,2018-04-30,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2018,2018,7004,April,LCU,11687.000000,A
SWE,2018-05-01,2018-05-31,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2018,2018,7005,May,LCU,11434.000000,A
SWE,2018-06-01,2018-06-30,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2018,2018,7006,June,LCU,7630.000000,A
SWE,2018-08-01,2018-08-31,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2018,2018,7008,August,LCU,12553.000000,A
SWE,2018-09-01,2018-09-30,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2018,2018,7009,September,LCU,9535.000000,A
SWE,2018-10-01,2018-10-31,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2018,2018,7010,October,LCU,7180.000000,A
SWE,2018-11-01,2018-11-30,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2018,2018,7011,November,LCU,6582.000000,A
SWE,2018-12-01,2018-12-31,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2018,2018,7012,December,LCU,7009.000000,A
SWE,2019-01-01,2019-12-31,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2019,2019,7021,Annual value,LCU,9676.000000,A
SWE,2019-01-01,2019-01-31,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2019,2019,7001,January,LCU,6981.000000,A
SWE,2019-02-01,2019-02-28,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2019,2019,7002,February,LCU,7874.000000,A
SWE,2019-03-01,2019-03-31,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2019,2019,7003,March,LCU,8716.000000,A
SWE,2019-04-01,2019-04-30,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2019,2019,7004,April,LCU,8633.000000,A
SWE,2019-05-01,2019-05-31,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2019,2019,7005,May,LCU,9309.000000,A
SWE,2019-06-01,2019-06-30,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2019,2019,7006,June,LCU,9334.000000,A
SWE,2019-08-01,2019-08-31,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2019,2019,7008,August,LCU,12124.000000,A
SWE,2019-09-01,2019-09-30,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2019,2019,7009,September,LCU,10834.000000,A
SWE,2019-10-01,2019-10-31,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2019,2019,7010,October,LCU,10250.000000,A
SWE,2019-11-01,2019-11-30,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2019,2019,7011,November,LCU,10974.000000,A
SWE,2019-12-01,2019-12-31,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2019,2019,7012,December,LCU,12397.000000,A
SWE,2020-01-01,2020-12-31,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2020,2020,7021,Annual value,LCU,12136.000000,A
SWE,2020-01-01,2020-01-31,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2020,2020,7001,January,LCU,10974.000000,A
SWE,2020-02-01,2020-02-29,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2020,2020,7002,February,LCU,12397.000000,A
SWE,2020-03-01,2020-03-31,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2020,2020,7003,March,LCU,11378.000000,A
SWE,2020-04-01,2020-04-30,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2020,2020,7004,April,LCU,11784.000000,A
SWE,2020-05-01,2020-05-31,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2020,2020,7005,May,LCU,14027.000000,A
SWE,2020-06-01,2020-06-30,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2020,2020,7006,June,LCU,13027.000000,A
SWE,2020-07-01,2020-07-31,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2020,2020,7007,July,LCU,14659.000000,A
SWE,2020-08-01,2020-08-31,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2020,2020,7008,August,LCU,11331.000000,A
SWE,2020-10-01,2020-10-31,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2020,2020,7010,October,LCU,14094.000000,A
SWE,2020-11-01,2020-11-30,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2020,2020,7011,November,LCU,11768.000000,A
SWE,2020-12-01,2020-12-31,210,'752,Sweden,515,'01341,Apples,5530,Producer Price (LCU/tonne),2020,2020,7012,December,LCU,11301.000000,A
SWE,1995-01-01,1995-12-31,210,'752,Sweden,515,'01341,Apples,5531,Producer Price (SLC/tonne),1995,1995,7021,Annual value,SLC,3938.000000,A
SWE,1996-01-01,1996-12-31,210,'752,Sweden,515,'01341,Apples,5531,Producer Price (SLC/tonne),1996,1996,7021,Annual value,SLC,3914.000000,A
SWE,1997-01-01,1997-12-31,210,'752,Sweden,515,'01341,Apples,5531,Producer Price (SLC/tonne),1997,1997,7021,Annual value,SLC,4353.000000,A
SWE,2000-01-01,2000-12-31,210,'752,Sweden,515,'01341,Apples,5531,Producer Price (SLC/tonne),2000,2000,7021,Annual value,SLC,3538.000000,A
SWE,2001-01-01,2001-12-31,210,'752,Sweden,515,'01341,Apples,5531,Producer Price (SLC/tonne),2001,2001,7021,Annual value,SLC,4136.000000,A
SWE,2002-01-01,2002-12-31,210,'752,Sweden,515,'01341,Apples,5531,Producer Price (SLC/tonne),2002,2002,7021,Annual value,SLC,4485.000000,A
SWE,2003-01-01,2003-12-31,210,'752,Sweden,515,'01341,Apples,5531,Producer Price (SLC/tonne),2003,2003,7021,Annual value,SLC,4250.000000,A
SWE,2004-01-01,2004-12-31,210,'752,Sweden,515,'01341,Apples,5531,Producer Price (SLC/tonne),2004,2004,7021,Annual value,SLC,3970.000000,A
SWE,2005-01-01,2005-12-31,210,'752,Sweden,515,'01341,Apples,5531,Producer Price (SLC/tonne),2005,2005,7021,Annual value,SLC,4555.000000,A
SWE,2006-01-01,2006-12-31,210,'752,Sweden,515,'01341,Apples,5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,SLC,4691.600000,A
SWE,2007-01-01,2007-12-31,210,'752,Sweden,515,'01341,Apples,5531,Producer Price (SLC/tonne),2007,2007,7021,Annual value,SLC,4866.000000,A
SWE,2008-01-01,2008-12-31,210,'752,Sweden,515,'01341,Apples,5531,Producer Price (SLC/tonne),2008,2008,7021,Annual value,SLC,5740.000000,A
SWE,2009-01-01,2009-12-31,210,'752,Sweden,515,'01341,Apples,5531,Producer Price (SLC/tonne),2009,2009,7021,Annual value,SLC,5490.000000,A
SWE,2010-01-01,2010-12-31,210,'752,Sweden,515,'01341,Apples,5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,SLC,6470.000000,A
SWE,2011-01-01,2011-12-31,210,'752,Sweden,515,'01341,Apples,5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,5960.000000,A
SWE,2012-01-01,2012-12-31,210,'752,Sweden,515,'01341,Apples,5531,Producer Price (SLC/tonne),2012,2012,7021,Annual value,SLC,6690.000000,A
SWE,2013-01-01,2013-12-31,210,'752,Sweden,515,'01341,Apples,5531,Producer Price (SLC/tonne),2013,2013,7021,Annual value,SLC,6130.000000,A
SWE,2014-01-01,2014-12-31,210,'752,Sweden,515,'01341,Apples,5531,Producer Price (SLC/tonne),2014,2014,7021,Annual value,SLC,6200.000000,A
SWE,2015-01-01,2015-12-31,210,'752,Sweden,515,'01341,Apples,5531,Producer Price (SLC/tonne),2015,2015,7021,Annual value,SLC,6285.000000,A
SWE,2016-01-01,2016-12-31,210,'752,Sweden,515,'01341,Apples,5531,Producer Price (SLC/tonne),2016,2016,7021,Annual value,SLC,5791.000000,A
SWE,2017-01-01,2017-12-31,210,'752,Sweden,515,'01341,Apples,5531,Producer Price (SLC/tonne),2017,2017,7021,Annual value,SLC,8206.000000,A
SWE,2018-01-01,2018-12-31,210,'752,Sweden,515,'01341,Apples,5531,Producer Price (SLC/tonne),2018,2018,7021,Annual value,SLC,8777.000000,A
SWE,2019-01-01,2019-12-31,210,'752,Sweden,515,'01341,Apples,5531,Producer Price (SLC/tonne),2019,2019,7021,Annual value,SLC,9676.000000,A
SWE,2020-01-01,2020-12-31,210,'752,Sweden,515,'01341,Apples,5531,Producer Price (SLC/tonne),2020,2020,7021,Annual value,SLC,12136.000000,A
SWE,1995-01-01,1995-12-31,210,'752,Sweden,515,'01341,Apples,5532,Producer Price (USD/tonne),1995,1995,7021,Annual value,USD,552.100000,A
SWE,1996-01-01,1996-12-31,210,'752,Sweden,515,'01341,Apples,5532,Producer Price (USD/tonne),1996,1996,7021,Annual value,USD,583.700000,A
SWE,1997-01-01,1997-12-31,210,'752,Sweden,515,'01341,Apples,5532,Producer Price (USD/tonne),1997,1997,7021,Annual value,USD,570.100000,A
SWE,2000-01-01,2000-12-31,210,'752,Sweden,515,'01341,Apples,5532,Producer Price (USD/tonne),2000,2000,7021,Annual value,USD,386.200000,A
SWE,2001-01-01,2001-12-31,210,'752,Sweden,515,'01341,Apples,5532,Producer Price (USD/tonne),2001,2001,7021,Annual value,USD,400.400000,A
SWE,2002-01-01,2002-12-31,210,'752,Sweden,515,'01341,Apples,5532,Producer Price (USD/tonne),2002,2002,7021,Annual value,USD,460.600000,A
SWE,2003-01-01,2003-12-31,210,'752,Sweden,515,'01341,Apples,5532,Producer Price (USD/tonne),2003,2003,7021,Annual value,USD,525.600000,A
SWE,2004-01-01,2004-12-31,210,'752,Sweden,515,'01341,Apples,5532,Producer Price (USD/tonne),2004,2004,7021,Annual value,USD,540.200000,A
SWE,2005-01-01,2005-12-31,210,'752,Sweden,515,'01341,Apples,5532,Producer Price (USD/tonne),2005,2005,7021,Annual value,USD,609.500000,A
SWE,2006-01-01,2006-12-31,210,'752,Sweden,515,'01341,Apples,5532,Producer Price (USD/tonne),2006,2006,7021,Annual value,USD,635.900000,A
SWE,2007-01-01,2007-12-31,210,'752,Sweden,515,'01341,Apples,5532,Producer Price (USD/tonne),2007,2007,7021,Annual value,USD,720.000000,A
SWE,2008-01-01,2008-12-31,210,'752,Sweden,515,'01341,Apples,5532,Producer Price (USD/tonne),2008,2008,7021,Annual value,USD,870.900000,A
SWE,2009-01-01,2009-12-31,210,'752,Sweden,515,'01341,Apples,5532,Producer Price (USD/tonne),2009,2009,7021,Annual value,USD,717.300000,A
SWE,2010-01-01,2010-12-31,210,'752,Sweden,515,'01341,Apples,5532,Producer Price (USD/tonne),2010,2010,7021,Annual value,USD,897.700000,A
SWE,2011-01-01,2011-12-31,210,'752,Sweden,515,'01341,Apples,5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,917.800000,A
SWE,2012-01-01,2012-12-31,210,'752,Sweden,515,'01341,Apples,5532,Producer Price (USD/tonne),2012,2012,7021,Annual value,USD,987.500000,A
SWE,2013-01-01,2013-12-31,210,'752,Sweden,515,'01341,Apples,5532,Producer Price (USD/tonne),2013,2013,7021,Annual value,USD,941.100000,A
SWE,2014-01-01,2014-12-31,210,'752,Sweden,515,'01341,Apples,5532,Producer Price (USD/tonne),2014,2014,7021,Annual value,USD,903.700000,A
SWE,2015-01-01,2015-12-31,210,'752,Sweden,515,'01341,Apples,5532,Producer Price (USD/tonne),2015,2015,7021,Annual value,USD,745.100000,A
SWE,2016-01-01,2016-12-31,210,'752,Sweden,515,'01341,Apples,5532,Producer Price (USD/tonne),2016,2016,7021,Annual value,USD,676.400000,A
SWE,2017-01-01,2017-12-31,210,'752,Sweden,515,'01341,Apples,5532,Producer Price (USD/tonne),2017,2017,7021,Annual value,USD,959.900000,A
SWE,2018-01-01,2018-12-31,210,'752,Sweden,515,'01341,Apples,5532,Producer Price (USD/tonne),2018,2018,7021,Annual value,USD,1009.700000,A
SWE,2019-01-01,2019-12-31,210,'752,Sweden,515,'01341,Apples,5532,Producer Price (USD/tonne),2019,2019,7021,Annual value,USD,1023.000000,A
SWE,2020-01-01,2020-12-31,210,'752,Sweden,515,'01341,Apples,5532,Producer Price (USD/tonne),2020,2020,7021,Annual value,USD,1317.700000,A
SWE,1991-01-01,1991-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,42.530000,I
SWE,1992-01-01,1992-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,53.670000,I
SWE,1993-01-01,1993-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,56.010000,I
SWE,1994-01-01,1994-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,57.090000,I
SWE,1995-01-01,1995-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,64.640000,I
SWE,1996-01-01,1996-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,64.250000,I
SWE,1997-01-01,1997-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,71.450000,I
SWE,1998-01-01,1998-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,65.300000,I
SWE,1999-01-01,1999-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,74.740000,I
SWE,2000-01-01,2000-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,58.080000,I
SWE,2001-01-01,2001-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,67.890000,I
SWE,2002-01-01,2002-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,73.620000,I
SWE,2003-01-01,2003-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,69.760000,I
SWE,2004-01-01,2004-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,65.170000,I
SWE,2005-01-01,2005-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,74.770000,I
SWE,2006-01-01,2006-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,77.010000,I
SWE,2007-01-01,2007-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,79.880000,I
SWE,2008-01-01,2008-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,94.220000,I
SWE,2009-01-01,2009-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,90.120000,I
SWE,2010-01-01,2010-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,106.200000,I
SWE,2011-01-01,2011-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,97.830000,I
SWE,2012-01-01,2012-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,109.820000,I
SWE,2013-01-01,2013-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,100.620000,I
SWE,2014-01-01,2014-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,101.770000,I
SWE,2015-01-01,2015-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,103.170000,I
SWE,2016-01-01,2016-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,95.060000,I
SWE,2017-01-01,2017-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,134.700000,I
SWE,2018-01-01,2018-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,144.070000,I
SWE,2019-01-01,2019-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,158.830000,I
SWE,2020-01-01,2020-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,199.210000,I
SWE,2021-01-01,2021-12-31,210,'752,Sweden,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,229.940000,I
SWE,1991-01-01,1991-12-31,210,'752,Sweden,44,'0115,Barley,5530,Producer Price (LCU/tonne),1991,1991,7021,Annual value,LCU,1190.000000,A
SWE,1992-01-01,1992-12-31,210,'752,Sweden,44,'0115,Barley,5530,Producer Price (LCU/tonne),1992,1992,7021,Annual value,LCU,1180.000000,A
SWE,1993-01-01,1993-12-31,210,'752,Sweden,44,'0115,Barley,5530,Producer Price (LCU/tonne),1993,1993,7021,Annual value,LCU,1079.000000,A
SWE,1994-01-01,1994-12-31,210,'752,Sweden,44,'0115,Barley,5530,Producer Price (LCU/tonne),1994,1994,7021,Annual value,LCU,1072.000000,A
SWE,1995-01-01,1995-12-31,210,'752,Sweden,44,'0115,Barley,5530,Producer Price (LCU/tonne),1995,1995,7021,Annual value,LCU,1111.000000,A
SWE,1996-01-01,1996-12-31,210,'752,Sweden,44,'0115,Barley,5530,Producer Price (LCU/tonne),1996,1996,7021,Annual value,LCU,1007.000000,A
SWE,1997-01-01,1997-12-31,210,'752,Sweden,44,'0115,Barley,5530,Producer Price (LCU/tonne),1997,1997,7021,Annual value,LCU,962.000000,A
SWE,1998-01-01,1998-12-31,210,'752,Sweden,44,'0115,Barley,5530,Producer Price (LCU/tonne),1998,1998,7021,Annual value,LCU,924.000000,A
SWE,1999-01-01,1999-12-31,210,'752,Sweden,44,'0115,Barley,5530,Producer Price (LCU/tonne),1999,1999,7021,Annual value,LCU,926.000000,A
SWE,2000-01-01,2000-12-31,210,'752,Sweden,44,'0115,Barley,5530,Producer Price (LCU/tonne),2000,2000,7021,Annual value,LCU,891.000000,A
SWE,2001-01-01,2001-12-31,210,'752,Sweden,44,'0115,Barley,5530,Producer Price (LCU/tonne),2001,2001,7021,Annual value,LCU,920.000000,A
SWE,2002-01-01,2002-12-31,210,'752,Sweden,44,'0115,Barley,5530,Producer Price (LCU/tonne),2002,2002,7021,Annual value,LCU,875.000000,A
SWE,2003-01-01,2003-12-31,210,'752,Sweden,44,'0115,Barley,5530,Producer Price (LCU/tonne),2003,2003,7021,Annual value,LCU,889.000000,A
SWE,2004-01-01,2004-12-31,210,'752,Sweden,44,'0115,Barley,5530,Producer Price (LCU/tonne),2004,2004,7021,Annual value,LCU,851.000000,A
SWE,2005-01-01,2005-12-31,210,'752,Sweden,44,'0115,Barley,5530,Producer Price (LCU/tonne),2005,2005,7021,Annual value,LCU,858.800000,A
SWE,2006-01-01,2006-12-31,210,'752,Sweden,44,'0115,Barley,5530,Producer Price (LCU/tonne),2006,2006,7021,Annual value,LCU,990.100000,A
SWE,2007-01-01,2007-12-31,210,'752,Sweden,44,'0115,Barley,5530,Producer Price (LCU/tonne),2007,2007,7021,Annual value,LCU,1798.800000,A
SWE,2008-01-01,2008-12-31,210,'752,Sweden,44,'0115,Barley,5530,Producer Price (LCU/tonne),2008,2008,7021,Annual value,LCU,1440.000000,A
SWE,2009-01-01,2009-12-31,210,'752,Sweden,44,'0115,Barley,5530,Producer Price (LCU/tonne),2009,2009,7021,Annual value,LCU,910.000000,A
